-1003.92,25.1698
-1002.94,24.2897
-1001.96,16.0988
-1000.98,1.08793
-1000,7.82534
-999.02,9.08748
-998.039,10.4717
-997.059,14.4823
-996.078,17.3348
-995.098,8.69828
-994.118,19.4276
-993.137,27.2237
-992.157,12.3986
-991.177,20.8588
-990.196,6.36382
-989.216,13.7734
-988.235,23.7005
-987.255,1.96856
-986.275,9.22013
-985.294,7.31245
-984.314,25.7381
-983.333,4.8847
-982.353,3.34623
-981.373,27.526
-980.392,25.9548
-979.412,10.2009
-978.431,24.8954
-977.451,19.4268
-976.471,15.0829
-975.49,13.3245
-974.51,7.34233
-973.529,7.55552
-972.549,8.46819
-971.569,27.7955
-970.588,26.1657
-969.608,0.573536
-968.627,23.4324
-967.647,12.3519
-966.667,6.49458
-965.686,5.82601
-964.706,6.69601
-963.726,8.20112
-962.745,9.25573
-961.765,7.71555
-960.784,19.743
-959.804,12.7426
-958.824,14.9023
-957.843,12.3699
-956.863,10.2812
-955.882,4.13262
-954.902,9.46638
-953.922,14.0461
-952.941,9.7604
-951.961,1.80172
-950.98,3.28952
-950,16.85
-949.02,11.5663
-948.039,10.4179
-947.059,22.0255
-946.078,17.9386
-945.098,5.21095
-944.118,7.81047
-943.137,12.2128
-942.157,10.7091
-941.177,15.5928
-940.196,2.72501
-939.216,10.1155
-938.235,0.223358
-937.255,14.4746
-936.275,14.0718
-935.294,21.6056
-934.314,22.6808
-933.333,10.0099
-932.353,11.4796
-931.373,13.8391
-930.392,9.48004
-929.412,14.1328
-928.431,11.6354
-927.451,3.43551
-926.471,17.718
-925.49,21.9377
-924.51,25.3828
-923.529,7.21694
-922.549,8.52141
-921.569,14.5929
-920.588,17.8569
-919.608,26.7304
-918.627,36.7484
-917.647,21.9529
-916.667,17.3103
-915.686,6.61477
-914.706,3.85997
-913.726,14.9464
-912.745,10.1793
-911.765,13.1585
-910.784,20.9015
-909.804,6.00695
-908.824,6.96947
-907.843,25.7516
-906.863,25.9863
-905.882,37.7341
-904.902,6.07136
-903.922,16.3596
-902.941,16.1901
-901.961,22.3656
-900.98,4.45783
-900,4.52357
