0,-15.286,-19.478
0.498047,3.156,-9.51799
0.996094,-2.33399,-4.01799
1.49414,-2.39799,-3.82398
1.99219,0.92599,1.39199
2.49023,5.41592,-0.659994
2.98828,3.90192,-0.243998
3.48633,5.07985,0.881975
3.98438,6.35976,6.72774
4.48242,-2.1679,-2.65187
4.98047,-0.843952,-3.3698
5.47852,2.58382,3.36976
5.97656,-2.89917e-007,0.705939
6.47461,6.71133,2.29977
6.97266,6.76122,5.1694
7.4707,5.51527,9.01081
7.96875,4.85527,1.59976
8.4668,0.343938,1.94767
8.96484,-1.76966,1.48771
9.46289,1.83361,-4.77898
9.96094,-1.18372,1.87156
10.459,-1.76354,5.96845
10.957,-3.83691,-2.0974
11.4551,0.0219913,5.32434
11.9531,-0.585802,9.39482
12.4512,1.70337,2.64103
12.9492,-1.59536,0.0159935
13.4473,-2.89076,-3.46052
13.9453,-2.02307,-1.0995
14.4434,0.0559712,0.463767
14.9414,-5.08331,5.94685
15.4395,-3.15622,11.9472
15.9375,-0.535677,5.9684
16.4355,-14.7346,8.70642
16.9336,-7.01523,7.74673
17.4316,-3.15972,0.717478
17.9297,-8.24971,6.06737
18.4277,-0.939244,2.87568
18.9258,-7.94125,4.30434
19.4238,-7.76505,1.6765
19.9219,-1.83627,-8.43006
20.4199,2.6274,2.93709
20.918,7.88182,0.275715
21.416,0.938977,2.40339
21.9141,-0.187785,10.3742
22.4121,10.4635,-3.28608
22.9102,7.28492,-5.61101
23.4082,5.10736,7.37042
23.9063,0.399456,2.94201
24.4043,-4.00234,-9.37275
24.9023,-1.5657,-5.93926
25.4004,1.07835,-0.217665
25.8984,6.55357,1.89299
26.3965,-3.68191,2.9032
26.8945,-4.10096,-1.98859
27.3926,-5.60401,-6.74199
27.8906,-13.2635,-13.2415
28.3887,-12.5779,-10.8572
28.8867,-8.19376,-15.2378
29.3848,-13.3566,-18.7635
29.8828,-11.7471,-17.0638
30.3809,-7.2561,-15.8712
30.8789,-0.0219508,-10.3805
31.377,-9.67338,-12.7741
31.875,-7.16072,-10.2792
32.373,-7.70681,-9.96918
32.8711,-13.1044,-13.9203
33.3691,-1.87703,-12.3793
33.8672,-0.845695,-14.7518
34.3652,1.83086,-13.1332
34.8633,6.98982,-21.8549
35.3613,-10.0442,-21.7235
35.8594,-5.20211,-16.1686
36.3574,-0.470521,-16.3128
36.8555,2.91459,-9.5372
37.3535,7.89382,-13.7544
37.8516,10.4923,-13.2489
38.3496,11.9183,-5.13206
38.8477,6.9132,-11.4569
39.3457,8.79563,-9.76207
39.8438,3.87139,-2.22361
40.3418,6.30361,-2.80116
40.8398,10.7235,-2.01999
41.3379,9.75436,-6.30239
41.8359,16.7244,-12.8326
42.334,15.2092,-14.6077
42.832,17.42,-14.4012
43.3301,7.45471,-9.56328
43.8281,17.6951,1.68231
44.3262,31.9367,-6.35231
44.8242,23.0737,1.36149
45.3223,26.1144,3.87904
45.8203,20.5832,3.55425
46.3184,24.7616,7.70467
46.8164,29.0823,3.57137
47.3145,19.1321,-3.62071
47.8125,19.0643,6.1744
48.3105,28.0183,4.93459
48.8086,27.4622,2.56545
49.3066,21.1715,5.36495
49.8047,23.2149,0.767466
50.3027,25.1982,14.9877
50.8008,22.8734,9.02653
51.2988,18.2476,8.24234
51.7969,19.6286,21.2065
52.2949,10.7679,14.589
52.793,8.22142,8.24526
53.291,10.3182,6.0153
53.7891,8.89469,9.67729
54.2871,4.64141,18.5041
54.7852,18.2495,15.6441
55.2832,18.8765,11.1905
55.7813,13.9227,15.0822
56.2793,18.9886,18.4606
56.7773,17.8171,17.1304
57.2754,19.9301,12.8515
57.7734,12.0442,9.46667
58.2715,12.2905,10.0526
58.7695,26.4581,6.06009
59.2676,15.8671,6.33295
59.7656,17.6258,12.2853
60.2637,16.3761,11.7343
60.7617,6.86752,10.8346
61.2598,10.3018,13.5428
61.7578,8.47091,16.3492
62.2559,6.43449,13.8876
62.7539,-0.338816,21.1373
63.2519,-2.13561,21.2432
63.75,-6.52471,16.4187
64.248,-4.59274,21.4328
64.7461,1.77226,18.7325
65.2441,-0.522687,31.1989
65.7422,0.6394,28.1277
66.2402,-4.35833,19.8005
66.7383,-2.81407,28.3445
67.2363,-2.76217,28.5161
67.7344,1.67366,28.0763
68.2324,-2.14613,30.2456
68.7305,-6.35428,20.4136
69.2285,-5.25778,6.9247
69.7266,-5.49021,21.8086
70.2246,-9.77676,20.6308
70.7227,-8.19403,21.0365
71.2207,-13.8718,20.942
71.7188,-15.5685,27.1382
72.2168,-12.8774,13.0078
72.7148,-17.6192,7.5051
73.2129,-22.154,5.83321
73.7109,-25.2715,13.1057
74.209,-15.0083,12.7382
74.707,-18.6588,2.37824
75.2051,-13.4953,5.35946
75.7031,-12.6426,1.70659
76.2012,-15.2224,6.54109
76.6992,-1.32139,1.70598
77.1973,-17.942,-11.3658
77.6953,-22.8202,2.34018
78.1934,-14.2474,-1.34826
78.6914,-8.02301,-2.76893
79.1895,-5.54865,-13.1564
79.6875,-15.5908,-15.0983
80.1855,-17.1262,2.17647
80.6836,-21.1461,1.33911
81.1816,-20.6656,-4.07169
81.6797,-12.8426,-0.0216535
82.1777,-18.1344,-9.68521
82.6758,-20.7185,-10.374
83.1738,-13.4883,-8.56395
83.6719,-20.9857,-15.1831
84.1699,-12.7081,-13.9962
84.668,-14.1762,-9.98628
85.166,-17.1653,-14.5941
85.6641,-15.1964,-11.8533
86.1621,-7.38838,-14.0969
86.6602,-12.9742,-15.8503
87.1582,-16.3538,-13.5489
87.6562,-17.2655,-11.2407
88.1543,-13.4824,-19.027
88.6523,-9.85992,-22.8625
89.1504,-12.2953,-18.9797
89.6484,-11.8218,-14.0449
90.1465,2.61299,-19.8642
90.6445,8.58649,-25.834
91.1426,-5.58452,-23.6577
91.6406,-5.88913,-10.3824
92.1387,-9.23945,-11.272
92.6367,-8.51238,-14.7046
93.1348,0.818922,-6.0459
93.6328,4.04081,-2.68538
94.1309,-1.61361,-14.6909
94.6289,1.44879,-16.1051
95.1269,11.711,-6.06202
95.625,8.75339,-18.2269
96.123,2.58062,-15.6089
96.6211,1.39075,-13.6356
97.1191,6.37719,-18.7189
97.6172,10.591,-22.9964
98.1152,10.3833,-23.982
98.6133,11.188,-22.1903
99.1113,6.7952,-13.6451
99.6094,6.34043,-15.5874
100.107,5.08129,-6.56936
100.605,14.1196,-7.4815
101.104,15.9256,-10.3627
101.602,14.5362,-5.38011
102.1,16.2944,-9.75286
102.598,15.1163,-5.28387
103.096,13.4687,-16.0154
103.594,13.3348,-12.67
104.092,22.8915,-14.2163
104.59,19.4583,-8.09238
105.088,22.3405,-1.38508
105.586,22.1674,-4.56904
106.084,15.7539,4.69055
106.582,12.9702,8.71299
107.08,13.7453,3.69371
107.578,11.0082,4.72977
108.076,6.91291,2.13378
108.574,-1.10454,-7.83287
109.072,-3.80849,-7.94748
109.57,2.51695,-2.90373
110.068,2.57847,-4.95681
110.566,6.79318,-5.07206
111.064,11.0659,-11.2212
111.563,3.9957,-9.36601
112.061,1.76439,-14.286
112.559,4.0867,-12.0273
113.057,2.52198,-9.03838
113.555,0.436377,-13.7895
114.053,-0.273389,-13.4678
114.551,2.33384,-11.6459
115.049,2.26731,-12.0962
115.547,2.40036,-12.7012
116.045,3.14924,-5.44823
116.543,-0.216859,-6.29674
117.041,-8.35653,-4.46185
117.539,-4.99858,-0.0367688
118.037,4.15367,-6.33207
