-1003.92,4.69402
-1002.94,8.43843
-1001.96,12.7713
-1000.98,12.1362
-1000,1.96855
-999.02,2.56631
-998.039,6.09951
-997.059,14.4364
-996.078,28.0648
-995.098,19.9301
-994.118,6.27944
-993.137,6.30851
-992.157,12.7285
-991.177,15.2543
-990.196,10.6523
-989.216,4.22686
-988.235,14.4137
-987.255,11.9475
-986.275,6.80716
-985.294,18.1073
-984.314,18.6103
-983.333,10.0522
-982.353,17.9797
-981.373,21.648
-980.392,33.1802
-979.412,26.1535
-978.431,8.53591
-977.451,14.0659
-976.471,20.8062
-975.49,26.5863
-974.51,8.95152
-973.529,10.2469
-972.549,15.3834
-971.569,21.9595
-970.588,7.29053
-969.608,10.0715
-968.627,7.02233
-967.647,15.845
-966.667,23.967
-965.686,22.4123
-964.706,9.90432
-963.726,19.828
-962.745,3.54797
-961.765,20.8713
-960.784,12.6185
-959.804,10.582
-958.824,26.832
-957.843,8.4713
-956.863,11.7087
-955.882,9.71607
-954.902,12.6753
-953.922,17.8344
-952.941,5.18953
-951.961,21.3473
-950.98,12.3202
-950,5.00026
-949.02,11.8397
-948.039,7.25735
-947.059,5.38128
-946.078,20.3391
-945.098,18.075
-944.118,9.35033
-943.137,7.69425
-942.157,22.2007
-941.177,14.3684
-940.196,11.8652
-939.216,25.5752
-938.235,17.4608
-937.255,6.20657
-936.275,16.8685
-935.294,11.4917
-934.314,24.3634
-933.333,1.95094
-932.353,22.9969
-931.373,23.7936
-930.392,16.4444
-929.412,6.40702
-928.431,16.9497
-927.451,38.5671
-926.471,46.3485
-925.49,34.2957
-924.51,28.8707
-923.529,23.2764
-922.549,14.0374
-921.569,4.69995
-920.588,16.207
-919.608,26.8028
-918.627,7.87428
-917.647,12.0759
-916.667,14.9383
-915.686,17.0849
-914.706,28.8174
-913.726,19.7988
-912.745,6.28123
-911.765,16.5317
-910.784,13.2223
-909.804,3.40381
-908.824,5.83929
-907.843,10.0351
-906.863,2.06784
-905.882,19.4702
-904.902,21.3234
-903.922,3.26674
-902.941,16.3372
-901.961,8.76562
-900.98,11.7277
-900,7.76852
-899.02,7.095
-898.039,3.28881
-897.059,5.93114
-896.078,23.5807
-895.098,13.214
-894.118,9.28259
-893.137,1.96748
-892.157,16.4153
-891.177,13.1856
-890.196,11.9951
-889.216,21.7857
-888.235,15.3318
-887.255,17.2448
-886.275,8.83587
-885.294,6.11733
-884.314,22.1575
-883.333,24.4294
-882.353,19.8207
-881.373,15.1775
-880.392,2.45887
-879.412,3.53211
-878.431,11.4327
-877.451,15.8983
-876.471,36.4683
-875.49,20.7718
-874.51,13.0154
-873.529,25.4814
-872.549,19.1642
-871.569,36.9358
-870.588,40.8667
-869.608,28.2468
-868.627,14.846
-867.647,9.49854
-866.667,10.9444
-865.686,20.8105
-864.706,33.6196
-863.726,31.1666
-862.745,11.521
-861.765,25.814
-860.784,9.29956
-859.804,17.5086
-858.824,24.249
